iter	Logloss
218	0.05087141184
219	0.0508386104
220	0.05072209803
221	0.05068864685
222	0.05047901285
223	0.05039579982
224	0.05017115478
225	0.05012549069
226	0.04978968793
227	0.04959945308
228	0.04955750299
229	0.04945473578
230	0.04940184954
231	0.04928069283
232	0.04924523929
233	0.04878797686
234	0.04851222959
235	0.04848124911
236	0.04836415479
237	0.04815338991
238	0.04799976122
239	0.04792587667
240	0.04787604259
241	0.04776569391
242	0.04769513592
243	0.04739605863
244	0.04727837064
245	0.04718826697
246	0.04701768994
247	0.0468580367
248	0.04681138845
249	0.04669030883
250	0.04662460398
251	0.04659651204
252	0.04646648605
253	0.04619199347
254	0.04605323724
255	0.04594126268
256	0.04590026122
257	0.04572482097
258	0.04558565865
259	0.04545625054
260	0.04512011893
261	0.04491939371
262	0.04488372592
263	0.04463009512
264	0.04425551568
265	0.04405743902
266	0.04391898888
267	0.04372300238
268	0.04368839078
269	0.04366655331
270	0.04346157344
271	0.04332961118
272	0.04322301697
273	0.04306360545
274	0.04300675693
275	0.04263211274
276	0.04261261151
277	0.04230836704
278	0.04228117043
279	0.04224416421
280	0.04203315533
281	0.0420190907
282	0.04197369359
283	0.04195607394
284	0.04194043767
285	0.04192115377
286	0.04158218924
287	0.04139501516
288	0.04137863015
289	0.04129802258
290	0.04119683018
291	0.04090416458
292	0.04066774527
293	0.04028056294
294	0.04008682449
295	0.03999417558
296	0.03992287314
297	0.03989912212
298	0.03984195114
299	0.03966976508
300	0.03960493472
301	0.03947454582
302	0.03945296013
303	0.03920395548
304	0.03919433882
305	0.03917690086
306	0.0390688462
307	0.03905341318
308	0.03888632539
309	0.03878803607
310	0.03858269608
311	0.03842419043
312	0.03837171388
313	0.03826539872
314	0.03807608125
315	0.03806161463
316	0.03789751188
317	0.03781048507
318	0.03754269581
319	0.03729313487
320	0.03722394346
321	0.03719301773
322	0.03715874806
323	0.03714452853
324	0.03713393702
325	0.0370898643
326	0.03706885778
327	0.03703473991
328	0.0369083437
329	0.03667291836
330	0.03663859639
331	0.03633464826
332	0.03624277523
333	0.03620915308
334	0.03607324705
335	0.03590327584
336	0.03570322548
337	0.03568798921
338	0.03546507839
339	0.03516319168
340	0.03504680486
341	0.03500627691
342	0.03486073182
343	0.03483079886
344	0.03472463851
345	0.03470636696
346	0.03467697835
347	0.03449338401
348	0.03445660613
349	0.0344107852
350	0.03439082965
351	0.03430953813
352	0.03407224622
353	0.03405984786
354	0.03401949091
355	0.03386288247
356	0.03384621163
357	0.03379250895
358	0.03370793646
359	0.03358381122
360	0.03343793178
361	0.03340866291
362	0.03339524571
363	0.0333539063
364	0.03330743569
365	0.03328103631
366	0.03314949407
367	0.03312392704
368	0.03301846619
369	0.03296476897
370	0.03294371887
371	0.0329179777
372	0.03280288283
373	0.03276535077
374	0.03274322039
375	0.03272511438
376	0.03261134513
377	0.03248570379
378	0.03246123196
379	0.03232908995
380	0.03225265721
381	0.03221009182
382	0.03207015161
383	0.03204041191
384	0.03200582523
385	0.03198126124
386	0.03188997736
387	0.03176057174
388	0.03174290737
389	0.03171050727
390	0.03169719992
391	0.03166570611
392	0.03164651934
393	0.03160682754
394	0.03149643142
395	0.03140839298
396	0.03128733629
397	0.03125840348
398	0.03117395644
399	0.03114399554
400	0.03109417675
401	0.0310503956
402	0.03091452229
403	0.03088406572
404	0.03083683434
405	0.03082447378
406	0.03071917552
407	0.03065045422
408	0.03059785624
409	0.03057823981
410	0.03056162087
411	0.03054231526
412	0.03036539075
413	0.03027332108
414	0.03021075793
415	0.03015538486
416	0.03004087523
417	0.03003457301
418	0.03000847732
419	0.02998098084
420	0.02994421531
421	0.02985112038
422	0.02982785294
423	0.02976530543
424	0.02972879099
425	0.02956719134
426	0.02951639494
427	0.02950916805
428	0.02944239075
429	0.02941855223
430	0.0293929801
431	0.02914730101
432	0.02913063111
433	0.0290311132
434	0.02900002595
435	0.02894088965
436	0.02889930342
437	0.02883717717
438	0.02882409197
439	0.0287899761
440	0.02874932959
441	0.02868635013
442	0.02866337173
443	0.02857076958
444	0.02851456501
445	0.02843577468
446	0.02841522545
447	0.02840850484
448	0.02833173951
449	0.02830815583
450	0.02828615976
451	0.02821995691
452	0.02819028966
453	0.02806126765
454	0.0278989969
455	0.02781331832
456	0.0277625741
457	0.02774832597
458	0.02764307208
459	0.02756885982
460	0.02749133476
461	0.02746572972
462	0.02733070671
463	0.02731979526
464	0.02721573722
465	0.02719456501
466	0.02715581284
467	0.02713935213
468	0.027121429
469	0.02710578873
470	0.02707170398
471	0.02695674791
472	0.02693721294
473	0.02685406411
474	0.02684369249
475	0.02680166334
476	0.02678221879
477	0.0266899331
478	0.02659286399
479	0.02658484076
480	0.0265603476
481	0.02655095293
482	0.02649319827
483	0.02646857937
484	0.02644931511
485	0.02638529282
486	0.02626239053
487	0.02622552695
488	0.02617928457
489	0.0260551092
490	0.02603745942
491	0.02590194218
492	0.02589534541
493	0.02584329886
494	0.02580117695
495	0.02578300355
496	0.025669667
497	0.02552158418
498	0.02545369165
499	0.02540282589
