iter	Logloss
0	0.6085671909
1	0.5370303109
2	0.4760007848
3	0.4272359348
4	0.3844001917
5	0.3471221524
6	0.3157805679
7	0.2880394384
8	0.2665140009
9	0.2460685769
10	0.2305321586
11	0.2162565879
12	0.2027752354
13	0.1924136725
14	0.1826690816
15	0.1749449953
16	0.1688833412
17	0.162645022
18	0.1578131189
19	0.1520459095
20	0.147910095
21	0.1449531885
22	0.1411583814
23	0.137652022
24	0.1350179859
25	0.1332777092
26	0.1307156737
27	0.128482118
28	0.126089887
29	0.1240743376
30	0.1222326814
31	0.1202316797
32	0.1188528006
33	0.1175718929
34	0.1158156536
35	0.1147812146
36	0.113459159
37	0.112060832
38	0.1110203965
39	0.1096900632
40	0.1087998257
41	0.107822936
42	0.106915628
43	0.1060966725
44	0.105269406
45	0.1042826333
46	0.1039010712
47	0.1022961103
48	0.1018161579
49	0.1009016023
50	0.1003862028
51	0.09991564893
52	0.09962638506
53	0.09876980233
54	0.09831993429
55	0.09808687796
56	0.09734017985
57	0.09695352895
58	0.09627434393
59	0.09537885631
60	0.09501020117
61	0.09436016369
62	0.09410339871
63	0.09368007262
64	0.0934572739
65	0.09280575513
66	0.09239157901
67	0.09170958754
68	0.0910322535
69	0.09059639983
70	0.08995624868
71	0.08932685302
72	0.08870187086
73	0.08773643709
74	0.08691638611
75	0.08667774652
76	0.08576404772
77	0.08543236682
78	0.08490103483
79	0.08435320621
80	0.08369745662
81	0.08296414346
82	0.08264939243
83	0.08219351196
84	0.08182111023
85	0.08130876249
86	0.08078208743
87	0.08043586822
88	0.08016779799
89	0.07974401487
90	0.079384834
91	0.07886088377
92	0.07848871598
93	0.078227736
94	0.07787246478
95	0.07751943504
96	0.07724671038
97	0.07690940777
98	0.07635844441
99	0.0755803454
100	0.07507819771
101	0.07450761908
102	0.07412330049
103	0.07405598907
104	0.07369292637
105	0.07360477072
106	0.07349288966
107	0.07334240045
108	0.07284743708
109	0.07270994101
110	0.07252522637
111	0.07233044303
112	0.07222496384
113	0.07177319552
114	0.0714717607
115	0.07092164007
116	0.07042206446
117	0.07032889195
118	0.06986934711
119	0.06953229637
120	0.06900700657
121	0.06873155776
122	0.06821918025
123	0.06794833808
124	0.06777534699
125	0.06770474699
126	0.06739172605
127	0.06719340408
128	0.066919112
129	0.06676466552
130	0.06654569613
131	0.06643236722
132	0.0662188919
133	0.06589624484
134	0.06564550654
135	0.06550926328
136	0.0654342722
137	0.06518226404
138	0.06511944057
139	0.06503699182
140	0.06476046926
141	0.06431532999
142	0.06404806512
143	0.06401035785
144	0.06395579186
145	0.06373928882
146	0.06356769061
147	0.06332368947
148	0.06305813124
149	0.06273605839
150	0.06262911359
151	0.06232740409
152	0.06217722562
153	0.06195603483
154	0.06190594357
155	0.06171983345
156	0.06157711353
157	0.0615303101
158	0.06147759547
159	0.06131475619
160	0.06113102999
161	0.06097740866
162	0.06077188875
163	0.06049874487
164	0.06041833845
165	0.06026164238
166	0.06012825559
167	0.05995171335
168	0.05986900432
169	0.0598058161
170	0.0596769681
171	0.0593580975
172	0.05921152187
173	0.05902171093
174	0.05884014191
175	0.05872798724
176	0.05863395931
177	0.05848009142
178	0.05822601581
179	0.05818608507
180	0.05806599693
181	0.05779988902
182	0.05773677616
183	0.05739095677
184	0.05723811009
185	0.05715411577
186	0.05683822245
187	0.05659492481
188	0.05654597196
189	0.0565086972
190	0.05642971473
191	0.0562870782
192	0.05606018044
193	0.05591139061
194	0.05580316243
195	0.05551474689
196	0.05540568198
197	0.05531103611
198	0.0551488032
199	0.05483820286
200	0.05477502994
201	0.05472219339
202	0.05437700416
203	0.05412828786
204	0.05368540107
205	0.05337671216
206	0.05324045174
207	0.05298151151
208	0.05282412656
209	0.05247443048
210	0.05220228959
211	0.05188900896
212	0.05175082314
213	0.05151993019
214	0.05139556683
215	0.05131969786
216	0.0512064147
217	0.0510413767
